geoid,air_quality_quintile,air_quality_level,region_name,region_type
51049930100,4,High,"Census Tract 9301, Cumberland County, Virginia",tract
51590000500,1,Very Low,"Census Tract 5, Danville city, Virginia",tract
51590000100,3,Average,"Census Tract 1, Danville city, Virginia",tract
51590000200,3,Average,"Census Tract 2, Danville city, Virginia",tract
51590000300,3,Average,"Census Tract 3, Danville city, Virginia",tract
51590000400,3,Average,"Census Tract 4, Danville city, Virginia",tract
51590000600,3,Average,"Census Tract 6, Danville city, Virginia",tract
51590000700,3,Average,"Census Tract 7, Danville city, Virginia",tract
51590000900,3,Average,"Census Tract 9, Danville city, Virginia",tract
51590001000,3,Average,"Census Tract 10, Danville city, Virginia",tract
51590001100,3,Average,"Census Tract 11, Danville city, Virginia",tract
51590001200,3,Average,"Census Tract 12, Danville city, Virginia",tract
51590001400,3,Average,"Census Tract 14, Danville city, Virginia",tract
51590000800,3,Average,"Census Tract 8, Danville city, Virginia",tract
51590001301,5,Very High,"Census Tract 13.01, Danville city, Virginia",tract
51590980100,5,Very High,"Census Tract 9801, Danville city, Virginia",tract
51590001302,5,Very High,"Census Tract 13.02, Danville city, Virginia",tract
51051040100,4,High,"Census Tract 401, Dickenson County, Virginia",tract
51051040300,4,High,"Census Tract 403, Dickenson County, Virginia",tract
51051040400,4,High,"Census Tract 404, Dickenson County, Virginia",tract
51051040200,4,High,"Census Tract 402, Dickenson County, Virginia",tract
51053840300,2,Low,"Census Tract 8403, Dinwiddie County, Virginia",tract
51053840400,2,Low,"Census Tract 8404, Dinwiddie County, Virginia",tract
51053840200,3,Average,"Census Tract 8402, Dinwiddie County, Virginia",tract
51053840500,3,Average,"Census Tract 8405, Dinwiddie County, Virginia",tract
51053840600,4,High,"Census Tract 8406, Dinwiddie County, Virginia",tract
51053840100,4,High,"Census Tract 8401, Dinwiddie County, Virginia",tract
51595890100,1,Very Low,"Census Tract 8901, Emporia city, Virginia",tract
51595890200,1,Very Low,"Census Tract 8902, Emporia city, Virginia",tract
51057950600,4,High,"Census Tract 9506, Essex County, Virginia",tract
51057950700,4,High,"Census Tract 9507, Essex County, Virginia",tract
51057950800,4,High,"Census Tract 9508, Essex County, Virginia",tract
51600300200,1,Very Low,"Census Tract 3002, Fairfax city, Virginia",tract
51600300400,1,Very Low,"Census Tract 3004, Fairfax city, Virginia",tract
51600300500,1,Very Low,"Census Tract 3005, Fairfax city, Virginia",tract
51600300300,1,Very Low,"Census Tract 3003, Fairfax city, Virginia",tract
51600300100,1,Very Low,"Census Tract 3001, Fairfax city, Virginia",tract
51059440202,1,Very Low,"Census Tract 4402.02, Fairfax County, Virginia",tract
51059452801,1,Very Low,"Census Tract 4528.01, Fairfax County, Virginia",tract
51059451900,1,Very Low,"Census Tract 4519, Fairfax County, Virginia",tract
51059415300,1,Very Low,"Census Tract 4153, Fairfax County, Virginia",tract
51059420400,1,Very Low,"Census Tract 4204, Fairfax County, Virginia",tract
51059415900,1,Very Low,"Census Tract 4159, Fairfax County, Virginia",tract
51059416000,1,Very Low,"Census Tract 4160, Fairfax County, Virginia",tract
51059432600,1,Very Low,"Census Tract 4326, Fairfax County, Virginia",tract
51059461500,1,Very Low,"Census Tract 4615, Fairfax County, Virginia",tract
51059460600,1,Very Low,"Census Tract 4606, Fairfax County, Virginia",tract
51059450100,1,Very Low,"Census Tract 4501, Fairfax County, Virginia",tract
51059421200,1,Very Low,"Census Tract 4212, Fairfax County, Virginia",tract
51059420600,1,Very Low,"Census Tract 4206, Fairfax County, Virginia",tract
51059420800,1,Very Low,"Census Tract 4208, Fairfax County, Virginia",tract
51059421400,1,Very Low,"Census Tract 4214, Fairfax County, Virginia",tract
51059450200,1,Very Low,"Census Tract 4502, Fairfax County, Virginia",tract
51059431300,1,Very Low,"Census Tract 4313, Fairfax County, Virginia",tract
51059432500,1,Very Low,"Census Tract 4325, Fairfax County, Virginia",tract
51059431400,1,Very Low,"Census Tract 4314, Fairfax County, Virginia",tract
51059431500,1,Very Low,"Census Tract 4315, Fairfax County, Virginia",tract
51059450300,1,Very Low,"Census Tract 4503, Fairfax County, Virginia",tract
51059415100,1,Very Low,"Census Tract 4151, Fairfax County, Virginia",tract
51059415200,1,Very Low,"Census Tract 4152, Fairfax County, Virginia",tract
51059415500,1,Very Low,"Census Tract 4155, Fairfax County, Virginia",tract
51059415600,1,Very Low,"Census Tract 4156, Fairfax County, Virginia",tract
51059421900,1,Very Low,"Census Tract 4219, Fairfax County, Virginia",tract
51059492300,1,Very Low,"Census Tract 4923, Fairfax County, Virginia",tract
51059492400,1,Very Low,"Census Tract 4924, Fairfax County, Virginia",tract
51059440800,1,Very Low,"Census Tract 4408, Fairfax County, Virginia",tract
51059452200,1,Very Low,"Census Tract 4522, Fairfax County, Virginia",tract
51059432000,1,Very Low,"Census Tract 4320, Fairfax County, Virginia",tract
51059430400,1,Very Low,"Census Tract 4304, Fairfax County, Virginia",tract
51059430500,1,Very Low,"Census Tract 4305, Fairfax County, Virginia",tract
51059452400,1,Very Low,"Census Tract 4524, Fairfax County, Virginia",tract
51059471100,1,Very Low,"Census Tract 4711, Fairfax County, Virginia",tract
51059481000,1,Very Low,"Census Tract 4810, Fairfax County, Virginia",tract
51059471000,1,Very Low,"Census Tract 4710, Fairfax County, Virginia",tract
51059470100,1,Very Low,"Census Tract 4701, Fairfax County, Virginia",tract
51059470300,1,Very Low,"Census Tract 4703, Fairfax County, Virginia",tract
51059470400,1,Very Low,"Census Tract 4704, Fairfax County, Virginia",tract
51059470500,1,Very Low,"Census Tract 4705, Fairfax County, Virginia",tract
51059470600,1,Very Low,"Census Tract 4706, Fairfax County, Virginia",tract
51059470700,1,Very Low,"Census Tract 4707, Fairfax County, Virginia",tract
51059461700,1,Very Low,"Census Tract 4617, Fairfax County, Virginia",tract
51059470800,1,Very Low,"Census Tract 4708, Fairfax County, Virginia",tract
51059470900,1,Very Low,"Census Tract 4709, Fairfax County, Virginia",tract
51059460100,1,Very Low,"Census Tract 4601, Fairfax County, Virginia",tract
51059460900,1,Very Low,"Census Tract 4609, Fairfax County, Virginia",tract
51059461000,1,Very Low,"Census Tract 4610, Fairfax County, Virginia",tract
51059481400,1,Very Low,"Census Tract 4814, Fairfax County, Virginia",tract
51059482100,1,Very Low,"Census Tract 4821, Fairfax County, Virginia",tract
51059460400,1,Very Low,"Census Tract 4604, Fairfax County, Virginia",tract
51059460300,1,Very Low,"Census Tract 4603, Fairfax County, Virginia",tract
51059460800,1,Very Low,"Census Tract 4608, Fairfax County, Virginia",tract
51059421300,1,Very Low,"Census Tract 4213, Fairfax County, Virginia",tract
51059431600,1,Very Low,"Census Tract 4316, Fairfax County, Virginia",tract
51059421500,1,Very Low,"Census Tract 4215, Fairfax County, Virginia",tract
51059421600,1,Very Low,"Census Tract 4216, Fairfax County, Virginia",tract
51059421800,1,Very Low,"Census Tract 4218, Fairfax County, Virginia",tract
51059422000,1,Very Low,"Census Tract 4220, Fairfax County, Virginia",tract
51059432800,1,Very Low,"Census Tract 4328, Fairfax County, Virginia",tract
51059420300,1,Very Low,"Census Tract 4203, Fairfax County, Virginia",tract
51059420700,1,Very Low,"Census Tract 4207, Fairfax County, Virginia",tract
51059420100,1,Very Low,"Census Tract 4201, Fairfax County, Virginia",tract
51059430600,1,Very Low,"Census Tract 4306, Fairfax County, Virginia",tract
51059430700,1,Very Low,"Census Tract 4307, Fairfax County, Virginia",tract
51059440300,1,Very Low,"Census Tract 4403, Fairfax County, Virginia",tract
51059450800,1,Very Low,"Census Tract 4508, Fairfax County, Virginia",tract
51059451000,1,Very Low,"Census Tract 4510, Fairfax County, Virginia",tract
51059452000,1,Very Low,"Census Tract 4520, Fairfax County, Virginia",tract
51059452700,1,Very Low,"Census Tract 4527, Fairfax County, Virginia",tract
51059450400,1,Very Low,"Census Tract 4504, Fairfax County, Virginia",tract
51059450500,1,Very Low,"Census Tract 4505, Fairfax County, Virginia",tract
51059450900,1,Very Low,"Census Tract 4509, Fairfax County, Virginia",tract
51059451100,1,Very Low,"Census Tract 4511, Fairfax County, Virginia",tract
51059451200,1,Very Low,"Census Tract 4512, Fairfax County, Virginia",tract
51059451300,1,Very Low,"Census Tract 4513, Fairfax County, Virginia",tract
51059451800,1,Very Low,"Census Tract 4518, Fairfax County, Virginia",tract
51059451400,1,Very Low,"Census Tract 4514, Fairfax County, Virginia",tract
51059452600,1,Very Low,"Census Tract 4526, Fairfax County, Virginia",tract
51059440100,1,Very Low,"Census Tract 4401, Fairfax County, Virginia",tract
51059492500,1,Very Low,"Census Tract 4925, Fairfax County, Virginia",tract
51059461601,1,Very Low,"Census Tract 4616.01, Fairfax County, Virginia",tract
51059450702,2,Low,"Census Tract 4507.02, Fairfax County, Virginia",tract
51059452302,2,Low,"Census Tract 4523.02, Fairfax County, Virginia",tract
51059451501,2,Low,"Census Tract 4515.01, Fairfax County, Virginia",tract
51059451601,2,Low,"Census Tract 4516.01, Fairfax County, Virginia",tract
51059416100,2,Low,"Census Tract 4161, Fairfax County, Virginia",tract
51059440600,2,Low,"Census Tract 4406, Fairfax County, Virginia",tract
51059492000,2,Low,"Census Tract 4920, Fairfax County, Virginia",tract
51059492100,2,Low,"Census Tract 4921, Fairfax County, Virginia",tract
51059432300,2,Low,"Census Tract 4323, Fairfax County, Virginia",tract
51059491000,2,Low,"Census Tract 4910, Fairfax County, Virginia",tract
51059420503,2,Low,"Census Tract 4205.03, Fairfax County, Virginia",tract
51059422302,2,Low,"Census Tract 4223.02, Fairfax County, Virginia",tract
51059421002,2,Low,"Census Tract 4210.02, Fairfax County, Virginia",tract
51059416300,2,Low,"Census Tract 4163, Fairfax County, Virginia",tract
51059415700,2,Low,"Census Tract 4157, Fairfax County, Virginia",tract
51059415800,2,Low,"Census Tract 4158, Fairfax County, Virginia",tract
51059431900,2,Low,"Census Tract 4319, Fairfax County, Virginia",tract
51059432100,2,Low,"Census Tract 4321, Fairfax County, Virginia",tract
51059480100,2,Low,"Census Tract 4801, Fairfax County, Virginia",tract
51059480300,2,Low,"Census Tract 4803, Fairfax County, Virginia",tract
51059481600,2,Low,"Census Tract 4816, Fairfax County, Virginia",tract
51059460200,2,Low,"Census Tract 4602, Fairfax County, Virginia",tract
51059481500,2,Low,"Census Tract 4815, Fairfax County, Virginia",tract
51059481900,2,Low,"Census Tract 4819, Fairfax County, Virginia",tract
51059482400,2,Low,"Census Tract 4824, Fairfax County, Virginia",tract
51059416200,2,Low,"Census Tract 4162, Fairfax County, Virginia",tract
51059491502,2,Low,"Census Tract 4915.02, Fairfax County, Virginia",tract
51059491201,2,Low,"Census Tract 4912.01, Fairfax County, Virginia",tract
51059422201,2,Low,"Census Tract 4222.01, Fairfax County, Virginia",tract
51059471401,2,Low,"Census Tract 4714.01, Fairfax County, Virginia",tract
51059415401,2,Low,"Census Tract 4154.01, Fairfax County, Virginia",tract
51059452502,2,Low,"Census Tract 4525.02, Fairfax County, Virginia",tract
51059461100,2,Low,"Census Tract 4611, Fairfax County, Virginia",tract
51059461201,2,Low,"Census Tract 4612.01, Fairfax County, Virginia",tract
51059461802,2,Low,"Census Tract 4618.02, Fairfax County, Virginia",tract
51059460502,2,Low,"Census Tract 4605.02, Fairfax County, Virginia",tract
51059461901,2,Low,"Census Tract 4619.01, Fairfax County, Virginia",tract
51059471402,2,Low,"Census Tract 4714.02, Fairfax County, Virginia",tract
51059471202,2,Low,"Census Tract 4712.02, Fairfax County, Virginia",tract
51059481202,2,Low,"Census Tract 4812.02, Fairfax County, Virginia",tract
51059491602,2,Low,"Census Tract 4916.02, Fairfax County, Virginia",tract
51059490502,3,Average,"Census Tract 4905.02, Fairfax County, Virginia",tract
51059450601,3,Average,"Census Tract 4506.01, Fairfax County, Virginia",tract
51059450701,3,Average,"Census Tract 4507.01, Fairfax County, Virginia",tract
51059450602,3,Average,"Census Tract 4506.02, Fairfax County, Virginia",tract
51059451502,3,Average,"Census Tract 4515.02, Fairfax County, Virginia",tract
51059432702,3,Average,"Census Tract 4327.02, Fairfax County, Virginia",tract
51059481701,3,Average,"Census Tract 4817.01, Fairfax County, Virginia",tract
51059421001,3,Average,"Census Tract 4210.01, Fairfax County, Virginia",tract
51059421702,3,Average,"Census Tract 4217.02, Fairfax County, Virginia",tract
51059422402,3,Average,"Census Tract 4224.02, Fairfax County, Virginia",tract
51059421701,3,Average,"Census Tract 4217.01, Fairfax County, Virginia",tract
51059440502,3,Average,"Census Tract 4405.02, Fairfax County, Virginia",tract
51059431801,3,Average,"Census Tract 4318.01, Fairfax County, Virginia",tract
51059432202,3,Average,"Census Tract 4322.02, Fairfax County, Virginia",tract
51059440702,3,Average,"Census Tract 4407.02, Fairfax County, Virginia",tract
51059430802,3,Average,"Census Tract 4308.02, Fairfax County, Virginia",tract
51059452501,3,Average,"Census Tract 4525.01, Fairfax County, Virginia",tract
51059452101,3,Average,"Census Tract 4521.01, Fairfax County, Virginia",tract
51059431001,3,Average,"Census Tract 4310.01, Fairfax County, Virginia",tract
51059430101,3,Average,"Census Tract 4301.01, Fairfax County, Virginia",tract
51059430902,3,Average,"Census Tract 4309.02, Fairfax County, Virginia",tract
51059432402,3,Average,"Census Tract 4324.02, Fairfax County, Virginia",tract
51059430801,3,Average,"Census Tract 4308.01, Fairfax County, Virginia",tract
51059430901,3,Average,"Census Tract 4309.01, Fairfax County, Virginia",tract
51059452301,3,Average,"Census Tract 4523.01, Fairfax County, Virginia",tract
51059420201,3,Average,"Census Tract 4202.01, Fairfax County, Virginia",tract
51059452802,3,Average,"Census Tract 4528.02, Fairfax County, Virginia",tract
51059491803,3,Average,"Census Tract 4918.03, Fairfax County, Virginia",tract
51059482601,3,Average,"Census Tract 4826.01, Fairfax County, Virginia",tract
51059461602,3,Average,"Census Tract 4616.02, Fairfax County, Virginia",tract
51059460702,3,Average,"Census Tract 4607.02, Fairfax County, Virginia",tract
51059471201,3,Average,"Census Tract 4712.01, Fairfax County, Virginia",tract
51059480201,3,Average,"Census Tract 4802.01, Fairfax County, Virginia",tract
51059471303,3,Average,"Census Tract 4713.03, Fairfax County, Virginia",tract
51059471301,3,Average,"Census Tract 4713.01, Fairfax County, Virginia",tract
51059480402,3,Average,"Census Tract 4804.02, Fairfax County, Virginia",tract
51059482001,3,Average,"Census Tract 4820.01, Fairfax County, Virginia",tract
51059480802,3,Average,"Census Tract 4808.02, Fairfax County, Virginia",tract
51059480801,3,Average,"Census Tract 4808.01, Fairfax County, Virginia",tract
51059480901,3,Average,"Census Tract 4809.01, Fairfax County, Virginia",tract
51059490103,3,Average,"Census Tract 4901.03, Fairfax County, Virginia",tract
51059452102,4,High,"Census Tract 4521.02, Fairfax County, Virginia",tract
51059415402,4,High,"Census Tract 4154.02, Fairfax County, Virginia",tract
51059432701,4,High,"Census Tract 4327.01, Fairfax County, Virginia",tract
51059420203,4,High,"Census Tract 4202.03, Fairfax County, Virginia",tract
51059481702,4,High,"Census Tract 4817.02, Fairfax County, Virginia",tract
51059482602,4,High,"Census Tract 4826.02, Fairfax County, Virginia",tract
51059482504,4,High,"Census Tract 4825.04, Fairfax County, Virginia",tract
51059422301,4,High,"Census Tract 4223.01, Fairfax County, Virginia",tract
51059421103,4,High,"Census Tract 4211.03, Fairfax County, Virginia",tract
51059422101,4,High,"Census Tract 4221.01, Fairfax County, Virginia",tract
51059431802,4,High,"Census Tract 4318.02, Fairfax County, Virginia",tract
51059430201,4,High,"Census Tract 4302.01, Fairfax County, Virginia",tract
51059492202,4,High,"Census Tract 4922.02, Fairfax County, Virginia",tract
51059430202,4,High,"Census Tract 4302.02, Fairfax County, Virginia",tract
51059440501,4,High,"Census Tract 4405.01, Fairfax County, Virginia",tract
51059440701,4,High,"Census Tract 4407.01, Fairfax County, Virginia",tract
51059491601,4,High,"Census Tract 4916.01, Fairfax County, Virginia",tract
51059490101,4,High,"Census Tract 4901.01, Fairfax County, Virginia",tract
51059491301,4,High,"Census Tract 4913.01, Fairfax County, Virginia",tract
51059491103,4,High,"Census Tract 4911.03, Fairfax County, Virginia",tract
51059421101,4,High,"Census Tract 4211.01, Fairfax County, Virginia",tract
51059482201,4,High,"Census Tract 4822.01, Fairfax County, Virginia",tract
51059491702,4,High,"Census Tract 4917.02, Fairfax County, Virginia",tract
51059430102,4,High,"Census Tract 4301.02, Fairfax County, Virginia",tract
51059432401,4,High,"Census Tract 4324.01, Fairfax County, Virginia",tract
51059422102,4,High,"Census Tract 4221.02, Fairfax County, Virginia",tract
51059482301,4,High,"Census Tract 4823.01, Fairfax County, Virginia",tract
51059451602,4,High,"Census Tract 4516.02, Fairfax County, Virginia",tract
51059482303,4,High,"Census Tract 4823.03, Fairfax County, Virginia",tract
51059460501,4,High,"Census Tract 4605.01, Fairfax County, Virginia",tract
51059480202,4,High,"Census Tract 4802.02, Fairfax County, Virginia",tract
51059460701,4,High,"Census Tract 4607.01, Fairfax County, Virginia",tract
51059461902,4,High,"Census Tract 4619.02, Fairfax County, Virginia",tract
51059490501,4,High,"Census Tract 4905.01, Fairfax County, Virginia",tract
51059420502,4,High,"Census Tract 4205.02, Fairfax County, Virginia",tract
51059480401,4,High,"Census Tract 4804.01, Fairfax County, Virginia",tract
51059480502,4,High,"Census Tract 4805.02, Fairfax County, Virginia",tract
51059482202,4,High,"Census Tract 4822.02, Fairfax County, Virginia",tract
51059482002,4,High,"Census Tract 4820.02, Fairfax County, Virginia",tract
51059480903,4,High,"Census Tract 4809.03, Fairfax County, Virginia",tract
51059422403,4,High,"Census Tract 4224.03, Fairfax County, Virginia",tract
51059482302,4,High,"Census Tract 4823.02, Fairfax County, Virginia",tract
51059431002,5,Very High,"Census Tract 4310.02, Fairfax County, Virginia",tract
51059980100,5,Very High,"Census Tract 9801, Fairfax County, Virginia",tract
51059440201,5,Very High,"Census Tract 4402.01, Fairfax County, Virginia",tract
51059481106,5,Very High,"Census Tract 4811.06, Fairfax County, Virginia",tract
51059422401,5,Very High,"Census Tract 4224.01, Fairfax County, Virginia",tract
51059481104,5,Very High,"Census Tract 4811.04, Fairfax County, Virginia",tract
51059481103,5,Very High,"Census Tract 4811.03, Fairfax County, Virginia",tract
51059980300,5,Very High,"Census Tract 9803, Fairfax County, Virginia",tract
51059491303,5,Very High,"Census Tract 4913.03, Fairfax County, Virginia",tract
51059491202,5,Very High,"Census Tract 4912.02, Fairfax County, Virginia",tract
51059491101,5,Very High,"Census Tract 4911.01, Fairfax County, Virginia",tract
51059491102,5,Very High,"Census Tract 4911.02, Fairfax County, Virginia",tract
51059491403,5,Very High,"Census Tract 4914.03, Fairfax County, Virginia",tract
51059491402,5,Very High,"Census Tract 4914.02, Fairfax County, Virginia",tract
51059491401,5,Very High,"Census Tract 4914.01, Fairfax County, Virginia",tract
51059481102,5,Very High,"Census Tract 4811.02, Fairfax County, Virginia",tract
51059420202,5,Very High,"Census Tract 4202.02, Fairfax County, Virginia",tract
51059420501,5,Very High,"Census Tract 4205.01, Fairfax County, Virginia",tract
51059480504,5,Very High,"Census Tract 4805.04, Fairfax County, Virginia",tract
51059491302,5,Very High,"Census Tract 4913.02, Fairfax County, Virginia",tract
51059491701,5,Very High,"Census Tract 4917.01, Fairfax County, Virginia",tract
51059491703,5,Very High,"Census Tract 4917.03, Fairfax County, Virginia",tract
51059421102,5,Very High,"Census Tract 4211.02, Fairfax County, Virginia",tract
51059491404,5,Very High,"Census Tract 4914.04, Fairfax County, Virginia",tract
51059491405,5,Very High,"Census Tract 4914.05, Fairfax County, Virginia",tract
51059480203,5,Very High,"Census Tract 4802.03, Fairfax County, Virginia",tract
51059432201,5,Very High,"Census Tract 4322.01, Fairfax County, Virginia",tract
51059492203,5,Very High,"Census Tract 4922.03, Fairfax County, Virginia",tract
51059481201,5,Very High,"Census Tract 4812.01, Fairfax County, Virginia",tract
51059482502,5,Very High,"Census Tract 4825.02, Fairfax County, Virginia",tract
51059482501,5,Very High,"Census Tract 4825.01, Fairfax County, Virginia",tract
51059481105,5,Very High,"Census Tract 4811.05, Fairfax County, Virginia",tract
51059422202,5,Very High,"Census Tract 4222.02, Fairfax County, Virginia",tract
51059461202,5,Very High,"Census Tract 4612.02, Fairfax County, Virginia",tract
51059481101,5,Very High,"Census Tract 4811.01, Fairfax County, Virginia",tract
51059492201,5,Very High,"Census Tract 4922.01, Fairfax County, Virginia",tract
51059461801,5,Very High,"Census Tract 4618.01, Fairfax County, Virginia",tract
51059491705,5,Very High,"Census Tract 4917.05, Fairfax County, Virginia",tract
51059471304,5,Very High,"Census Tract 4713.04, Fairfax County, Virginia",tract
51059480501,5,Very High,"Census Tract 4805.01, Fairfax County, Virginia",tract
51059480503,5,Very High,"Census Tract 4805.03, Fairfax County, Virginia",tract
51059480505,5,Very High,"Census Tract 4805.05, Fairfax County, Virginia",tract
51059482203,5,Very High,"Census Tract 4822.03, Fairfax County, Virginia",tract
51059480902,5,Very High,"Census Tract 4809.02, Fairfax County, Virginia",tract
51059430203,5,Very High,"Census Tract 4302.03, Fairfax County, Virginia",tract
51059491501,5,Very High,"Census Tract 4915.01, Fairfax County, Virginia",tract
51059491801,5,Very High,"Census Tract 4918.01, Fairfax County, Virginia",tract
51059491704,5,Very High,"Census Tract 4917.04, Fairfax County, Virginia",tract
51059482503,5,Very High,"Census Tract 4825.03, Fairfax County, Virginia",tract
51059491802,5,Very High,"Census Tract 4918.02, Fairfax County, Virginia",tract
51610500300,1,Very Low,"Census Tract 5003, Falls Church city, Virginia",tract
51610500100,1,Very Low,"Census Tract 5001, Falls Church city, Virginia",tract
51610500200,1,Very Low,"Census Tract 5002, Falls Church city, Virginia",tract
51061930402,3,Average,"Census Tract 9304.02, Fauquier County, Virginia",tract
51061930100,3,Average,"Census Tract 9301, Fauquier County, Virginia",tract
51061930403,3,Average,"Census Tract 9304.03, Fauquier County, Virginia",tract
51061930302,3,Average,"Census Tract 9303.02, Fauquier County, Virginia",tract
51061930401,3,Average,"Census Tract 9304.01, Fauquier County, Virginia",tract
51061930204,5,Very High,"Census Tract 9302.04, Fauquier County, Virginia",tract
51061930203,5,Very High,"Census Tract 9302.03, Fauquier County, Virginia",tract
51061930304,5,Very High,"Census Tract 9303.04, Fauquier County, Virginia",tract
51061930207,5,Very High,"Census Tract 9302.07, Fauquier County, Virginia",tract
51061930206,5,Very High,"Census Tract 9302.06, Fauquier County, Virginia",tract
51061930706,5,Very High,"Census Tract 9307.06, Fauquier County, Virginia",tract
51061930707,5,Very High,"Census Tract 9307.07, Fauquier County, Virginia",tract
51061930705,5,Very High,"Census Tract 9307.05, Fauquier County, Virginia",tract
51061930704,5,Very High,"Census Tract 9307.04, Fauquier County, Virginia",tract
51061930703,5,Very High,"Census Tract 9307.03, Fauquier County, Virginia",tract
51061930205,5,Very High,"Census Tract 9302.05, Fauquier County, Virginia",tract
51061930303,5,Very High,"Census Tract 9303.03, Fauquier County, Virginia",tract
51063920200,5,Very High,"Census Tract 9202, Floyd County, Virginia",tract
51063920102,5,Very High,"Census Tract 9201.02, Floyd County, Virginia",tract
51063920101,5,Very High,"Census Tract 9201.01, Floyd County, Virginia",tract
51065020200,4,High,"Census Tract 202, Fluvanna County, Virginia",tract
51065020300,4,High,"Census Tract 203, Fluvanna County, Virginia",tract
51065020102,5,Very High,"Census Tract 201.02, Fluvanna County, Virginia",tract
51065020101,5,Very High,"Census Tract 201.01, Fluvanna County, Virginia",tract
51620090200,2,Low,"Census Tract 902, Franklin city, Virginia",tract
51620090100,3,Average,"Census Tract 901, Franklin city, Virginia",tract
51067020800,2,Low,"Census Tract 208, Franklin County, Virginia",tract
51067020300,3,Average,"Census Tract 203, Franklin County, Virginia",tract
51067020400,3,Average,"Census Tract 204, Franklin County, Virginia",tract
51067020200,3,Average,"Census Tract 202, Franklin County, Virginia",tract
51067020900,3,Average,"Census Tract 209, Franklin County, Virginia",tract
51067020500,4,High,"Census Tract 205, Franklin County, Virginia",tract
51067020600,4,High,"Census Tract 206, Franklin County, Virginia",tract
51067020700,4,High,"Census Tract 207, Franklin County, Virginia",tract
51067020102,5,Very High,"Census Tract 201.02, Franklin County, Virginia",tract
51067020101,5,Very High,"Census Tract 201.01, Franklin County, Virginia",tract
51069050900,2,Low,"Census Tract 509, Frederick County, Virginia",tract
51069051000,2,Low,"Census Tract 510, Frederick County, Virginia",tract
51069050600,3,Average,"Census Tract 506, Frederick County, Virginia",tract
51069050700,3,Average,"Census Tract 507, Frederick County, Virginia",tract
51069050200,3,Average,"Census Tract 502, Frederick County, Virginia",tract
51069050100,3,Average,"Census Tract 501, Frederick County, Virginia",tract
51069050400,4,High,"Census Tract 504, Frederick County, Virginia",tract
51069050500,4,High,"Census Tract 505, Frederick County, Virginia",tract
51069050300,4,High,"Census Tract 503, Frederick County, Virginia",tract
51069051102,4,High,"Census Tract 511.02, Frederick County, Virginia",tract
51069051101,4,High,"Census Tract 511.01, Frederick County, Virginia",tract
51069050802,5,Very High,"Census Tract 508.02, Frederick County, Virginia",tract
51069050803,5,Very High,"Census Tract 508.03, Frederick County, Virginia",tract
51069050801,5,Very High,"Census Tract 508.01, Frederick County, Virginia",tract
51630000400,1,Very Low,"Census Tract 4, Fredericksburg city, Virginia",tract
51630000100,1,Very Low,"Census Tract 1, Fredericksburg city, Virginia",tract
51630000500,2,Low,"Census Tract 5, Fredericksburg city, Virginia",tract
51630000200,2,Low,"Census Tract 2, Fredericksburg city, Virginia",tract
51630000302,3,Average,"Census Tract 3.02, Fredericksburg city, Virginia",tract
51630000301,5,Very High,"Census Tract 3.01, Fredericksburg city, Virginia",tract
51640070101,4,High,"Census Tract 701.01, Galax city, Virginia",tract
51640070102,5,Very High,"Census Tract 701.02, Galax city, Virginia",tract
51071930300,4,High,"Census Tract 9303, Giles County, Virginia",tract
51071930200,4,High,"Census Tract 9302, Giles County, Virginia",tract
51071930100,4,High,"Census Tract 9301, Giles County, Virginia",tract
51071930400,4,High,"Census Tract 9304, Giles County, Virginia",tract
51073100400,3,Average,"Census Tract 1004, Gloucester County, Virginia",tract
51073100500,3,Average,"Census Tract 1005, Gloucester County, Virginia",tract
51073100100,4,High,"Census Tract 1001, Gloucester County, Virginia",tract
51073100202,5,Very High,"Census Tract 1002.02, Gloucester County, Virginia",tract
51073100302,5,Very High,"Census Tract 1003.02, Gloucester County, Virginia",tract
51073100301,5,Very High,"Census Tract 1003.01, Gloucester County, Virginia",tract
51073100201,5,Very High,"Census Tract 1002.01, Gloucester County, Virginia",tract
51073100203,5,Very High,"Census Tract 1002.03, Gloucester County, Virginia",tract
51075400100,3,Average,"Census Tract 4001, Goochland County, Virginia",tract
51075400500,3,Average,"Census Tract 4005, Goochland County, Virginia",tract
51075400300,3,Average,"Census Tract 4003, Goochland County, Virginia",tract
51075400400,3,Average,"Census Tract 4004, Goochland County, Virginia",tract
51075400200,3,Average,"Census Tract 4002, Goochland County, Virginia",tract
51077060300,5,Very High,"Census Tract 603, Grayson County, Virginia",tract
51077060102,5,Very High,"Census Tract 601.02, Grayson County, Virginia",tract
51077060202,5,Very High,"Census Tract 602.02, Grayson County, Virginia",tract
51077060201,5,Very High,"Census Tract 602.01, Grayson County, Virginia",tract
51077060101,5,Very High,"Census Tract 601.01, Grayson County, Virginia",tract
51079030200,4,High,"Census Tract 302, Greene County, Virginia",tract
51079030102,5,Very High,"Census Tract 301.02, Greene County, Virginia",tract
51079030101,5,Very High,"Census Tract 301.01, Greene County, Virginia",tract
51081880200,3,Average,"Census Tract 8802, Greensville County, Virginia",tract
51081880101,3,Average,"Census Tract 8801.01, Greensville County, Virginia",tract
51081880102,5,Very High,"Census Tract 8801.02, Greensville County, Virginia",tract
51083930800,2,Low,"Census Tract 9308, Halifax County, Virginia",tract
51083930500,3,Average,"Census Tract 9305, Halifax County, Virginia",tract
