"geoid","region_type","region_name","measure","value","year","measure_type"
110010020021,"block group","Block Group 1, Census Tract 20.02, District of Columbia","mental_pop_cnt",1318,2021,"count"
110010020022,"block group","Block Group 2, Census Tract 20.02, District of Columbia","mental_pop_cnt",1711,2021,"count"
110010020023,"block group","Block Group 3, Census Tract 20.02, District of Columbia","mental_pop_cnt",1752,2021,"count"
110010021011,"block group","Block Group 1, Census Tract 21.01, District of Columbia","mental_pop_cnt",1362,2021,"count"
110010021012,"block group","Block Group 2, Census Tract 21.01, District of Columbia","mental_pop_cnt",1008,2021,"count"
110010021013,"block group","Block Group 3, Census Tract 21.01, District of Columbia","mental_pop_cnt",1548,2021,"count"
110010021014,"block group","Block Group 4, Census Tract 21.01, District of Columbia","mental_pop_cnt",439,2021,"count"
110010021015,"block group","Block Group 5, Census Tract 21.01, District of Columbia","mental_pop_cnt",1174,2021,"count"
110010021021,"block group","Block Group 1, Census Tract 21.02, District of Columbia","mental_pop_cnt",1136,2021,"count"
110010021022,"block group","Block Group 2, Census Tract 21.02, District of Columbia","mental_pop_cnt",845,2021,"count"
110010021023,"block group","Block Group 3, Census Tract 21.02, District of Columbia","mental_pop_cnt",1341,2021,"count"
110010021024,"block group","Block Group 4, Census Tract 21.02, District of Columbia","mental_pop_cnt",921,2021,"count"
110010021025,"block group","Block Group 5, Census Tract 21.02, District of Columbia","mental_pop_cnt",603,2021,"count"
110010021026,"block group","Block Group 6, Census Tract 21.02, District of Columbia","mental_pop_cnt",814,2021,"count"
110010022011,"block group","Block Group 1, Census Tract 22.01, District of Columbia","mental_pop_cnt",1512,2021,"count"
110010022012,"block group","Block Group 2, Census Tract 22.01, District of Columbia","mental_pop_cnt",1029,2021,"count"
110010022013,"block group","Block Group 3, Census Tract 22.01, District of Columbia","mental_pop_cnt",723,2021,"count"
110010022021,"block group","Block Group 1, Census Tract 22.02, District of Columbia","mental_pop_cnt",1754,2021,"count"
110010022022,"block group","Block Group 2, Census Tract 22.02, District of Columbia","mental_pop_cnt",1006,2021,"count"
110010022023,"block group","Block Group 3, Census Tract 22.02, District of Columbia","mental_pop_cnt",572,2021,"count"
110010023011,"block group","Block Group 1, Census Tract 23.01, District of Columbia","mental_pop_cnt",1889,2021,"count"
110010023012,"block group","Block Group 2, Census Tract 23.01, District of Columbia","mental_pop_cnt",1719,2021,"count"
110010023021,"block group","Block Group 1, Census Tract 23.02, District of Columbia","mental_pop_cnt",1612,2021,"count"
110010024001,"block group","Block Group 1, Census Tract 24, District of Columbia","mental_pop_cnt",1041,2021,"count"
110010024002,"block group","Block Group 2, Census Tract 24, District of Columbia","mental_pop_cnt",1094,2021,"count"
110010024003,"block group","Block Group 3, Census Tract 24, District of Columbia","mental_pop_cnt",975,2021,"count"
110010024004,"block group","Block Group 4, Census Tract 24, District of Columbia","mental_pop_cnt",994,2021,"count"
110010025011,"block group","Block Group 1, Census Tract 25.01, District of Columbia","mental_pop_cnt",1700,2021,"count"
110010025012,"block group","Block Group 2, Census Tract 25.01, District of Columbia","mental_pop_cnt",1560,2021,"count"
110010025021,"block group","Block Group 1, Census Tract 25.02, District of Columbia","mental_pop_cnt",1371,2021,"count"
110010025022,"block group","Block Group 2, Census Tract 25.02, District of Columbia","mental_pop_cnt",2352,2021,"count"
110010025023,"block group","Block Group 3, Census Tract 25.02, District of Columbia","mental_pop_cnt",1252,2021,"count"
110010025024,"block group","Block Group 4, Census Tract 25.02, District of Columbia","mental_pop_cnt",1759,2021,"count"
110010026001,"block group","Block Group 1, Census Tract 26, District of Columbia","mental_pop_cnt",1318,2021,"count"
110010026002,"block group","Block Group 2, Census Tract 26, District of Columbia","mental_pop_cnt",1334,2021,"count"
110010027011,"block group","Block Group 1, Census Tract 27.01, District of Columbia","mental_pop_cnt",493,2021,"count"
110010027012,"block group","Block Group 2, Census Tract 27.01, District of Columbia","mental_pop_cnt",1946,2021,"count"
110010027013,"block group","Block Group 3, Census Tract 27.01, District of Columbia","mental_pop_cnt",1034,2021,"count"
110010027014,"block group","Block Group 4, Census Tract 27.01, District of Columbia","mental_pop_cnt",2329,2021,"count"
110010027021,"block group","Block Group 1, Census Tract 27.02, District of Columbia","mental_pop_cnt",1524,2021,"count"
110010027022,"block group","Block Group 2, Census Tract 27.02, District of Columbia","mental_pop_cnt",3186,2021,"count"
110010027023,"block group","Block Group 3, Census Tract 27.02, District of Columbia","mental_pop_cnt",1339,2021,"count"
110010028011,"block group","Block Group 1, Census Tract 28.01, District of Columbia","mental_pop_cnt",1985,2021,"count"
110010028012,"block group","Block Group 2, Census Tract 28.01, District of Columbia","mental_pop_cnt",2063,2021,"count"
110010028021,"block group","Block Group 1, Census Tract 28.02, District of Columbia","mental_pop_cnt",3416,2021,"count"
110010028022,"block group","Block Group 2, Census Tract 28.02, District of Columbia","mental_pop_cnt",1640,2021,"count"
110010029001,"block group","Block Group 1, Census Tract 29, District of Columbia","mental_pop_cnt",1939,2021,"count"
110010029002,"block group","Block Group 2, Census Tract 29, District of Columbia","mental_pop_cnt",2477,2021,"count"
110010030001,"block group","Block Group 1, Census Tract 30, District of Columbia","mental_pop_cnt",1815,2021,"count"
110010030002,"block group","Block Group 2, Census Tract 30, District of Columbia","mental_pop_cnt",1917,2021,"count"
110010031001,"block group","Block Group 1, Census Tract 31, District of Columbia","mental_pop_cnt",3605,2021,"count"
110010032001,"block group","Block Group 1, Census Tract 32, District of Columbia","mental_pop_cnt",1743,2021,"count"
110010032002,"block group","Block Group 2, Census Tract 32, District of Columbia","mental_pop_cnt",755,2021,"count"
110010032003,"block group","Block Group 3, Census Tract 32, District of Columbia","mental_pop_cnt",1185,2021,"count"
110010032004,"block group","Block Group 4, Census Tract 32, District of Columbia","mental_pop_cnt",1618,2021,"count"
110010033011,"block group","Block Group 1, Census Tract 33.01, District of Columbia","mental_pop_cnt",1440,2021,"count"
110010033012,"block group","Block Group 2, Census Tract 33.01, District of Columbia","mental_pop_cnt",1308,2021,"count"
110010033013,"block group","Block Group 3, Census Tract 33.01, District of Columbia","mental_pop_cnt",1390,2021,"count"
110010033021,"block group","Block Group 1, Census Tract 33.02, District of Columbia","mental_pop_cnt",1138,2021,"count"
110010033022,"block group","Block Group 2, Census Tract 33.02, District of Columbia","mental_pop_cnt",1168,2021,"count"
110010034001,"block group","Block Group 1, Census Tract 34, District of Columbia","mental_pop_cnt",1472,2021,"count"
110010034002,"block group","Block Group 2, Census Tract 34, District of Columbia","mental_pop_cnt",3535,2021,"count"
110010035001,"block group","Block Group 1, Census Tract 35, District of Columbia","mental_pop_cnt",1674,2021,"count"
110010035002,"block group","Block Group 2, Census Tract 35, District of Columbia","mental_pop_cnt",3379,2021,"count"
110010036001,"block group","Block Group 1, Census Tract 36, District of Columbia","mental_pop_cnt",1703,2021,"count"
110010036002,"block group","Block Group 2, Census Tract 36, District of Columbia","mental_pop_cnt",1573,2021,"count"
110010036003,"block group","Block Group 3, Census Tract 36, District of Columbia","mental_pop_cnt",1489,2021,"count"
110010037001,"block group","Block Group 1, Census Tract 37, District of Columbia","mental_pop_cnt",1268,2021,"count"
110010037002,"block group","Block Group 2, Census Tract 37, District of Columbia","mental_pop_cnt",2193,2021,"count"
110010037003,"block group","Block Group 3, Census Tract 37, District of Columbia","mental_pop_cnt",1544,2021,"count"
110010038001,"block group","Block Group 1, Census Tract 38, District of Columbia","mental_pop_cnt",1730,2021,"count"
110010038002,"block group","Block Group 2, Census Tract 38, District of Columbia","mental_pop_cnt",2138,2021,"count"
110010038003,"block group","Block Group 3, Census Tract 38, District of Columbia","mental_pop_cnt",1306,2021,"count"
110010039001,"block group","Block Group 1, Census Tract 39, District of Columbia","mental_pop_cnt",1443,2021,"count"
110010039002,"block group","Block Group 2, Census Tract 39, District of Columbia","mental_pop_cnt",773,2021,"count"
110010039003,"block group","Block Group 3, Census Tract 39, District of Columbia","mental_pop_cnt",1132,2021,"count"
110010039004,"block group","Block Group 4, Census Tract 39, District of Columbia","mental_pop_cnt",1240,2021,"count"
110010040011,"block group","Block Group 1, Census Tract 40.01, District of Columbia","mental_pop_cnt",1734,2021,"count"
110010040012,"block group","Block Group 2, Census Tract 40.01, District of Columbia","mental_pop_cnt",679,2021,"count"
110010040013,"block group","Block Group 3, Census Tract 40.01, District of Columbia","mental_pop_cnt",2215,2021,"count"
110010040021,"block group","Block Group 1, Census Tract 40.02, District of Columbia","mental_pop_cnt",792,2021,"count"
110010040022,"block group","Block Group 2, Census Tract 40.02, District of Columbia","mental_pop_cnt",1893,2021,"count"
110010040023,"block group","Block Group 3, Census Tract 40.02, District of Columbia","mental_pop_cnt",617,2021,"count"
110010041001,"block group","Block Group 1, Census Tract 41, District of Columbia","mental_pop_cnt",1132,2021,"count"
110010041002,"block group","Block Group 2, Census Tract 41, District of Columbia","mental_pop_cnt",608,2021,"count"
110010041003,"block group","Block Group 3, Census Tract 41, District of Columbia","mental_pop_cnt",864,2021,"count"
110010042011,"block group","Block Group 1, Census Tract 42.01, District of Columbia","mental_pop_cnt",1374,2021,"count"
110010042012,"block group","Block Group 2, Census Tract 42.01, District of Columbia","mental_pop_cnt",2393,2021,"count"
110010042021,"block group","Block Group 1, Census Tract 42.02, District of Columbia","mental_pop_cnt",1264,2021,"count"
110010042022,"block group","Block Group 2, Census Tract 42.02, District of Columbia","mental_pop_cnt",1112,2021,"count"
110010043001,"block group","Block Group 1, Census Tract 43, District of Columbia","mental_pop_cnt",2240,2021,"count"
110010043002,"block group","Block Group 2, Census Tract 43, District of Columbia","mental_pop_cnt",1848,2021,"count"
110010044001,"block group","Block Group 1, Census Tract 44, District of Columbia","mental_pop_cnt",3416,2021,"count"
110010044002,"block group","Block Group 2, Census Tract 44, District of Columbia","mental_pop_cnt",2377,2021,"count"
110010046001,"block group","Block Group 1, Census Tract 46, District of Columbia","mental_pop_cnt",1300,2021,"count"
110010046002,"block group","Block Group 2, Census Tract 46, District of Columbia","mental_pop_cnt",1775,2021,"count"
110010047011,"block group","Block Group 1, Census Tract 47.01, District of Columbia","mental_pop_cnt",966,2021,"count"
110010047012,"block group","Block Group 2, Census Tract 47.01, District of Columbia","mental_pop_cnt",3920,2021,"count"
110010047021,"block group","Block Group 1, Census Tract 47.02, District of Columbia","mental_pop_cnt",3600,2021,"count"
110010048011,"block group","Block Group 1, Census Tract 48.01, District of Columbia","mental_pop_cnt",2999,2021,"count"
110010048021,"block group","Block Group 1, Census Tract 48.02, District of Columbia","mental_pop_cnt",1604,2021,"count"
110010048022,"block group","Block Group 2, Census Tract 48.02, District of Columbia","mental_pop_cnt",1983,2021,"count"
110010049011,"block group","Block Group 1, Census Tract 49.01, District of Columbia","mental_pop_cnt",1280,2021,"count"
110010049012,"block group","Block Group 2, Census Tract 49.01, District of Columbia","mental_pop_cnt",2140,2021,"count"
110010049021,"block group","Block Group 1, Census Tract 49.02, District of Columbia","mental_pop_cnt",646,2021,"count"
110010049022,"block group","Block Group 2, Census Tract 49.02, District of Columbia","mental_pop_cnt",2811,2021,"count"
110010050011,"block group","Block Group 1, Census Tract 50.01, District of Columbia","mental_pop_cnt",794,2021,"count"
110010050012,"block group","Block Group 2, Census Tract 50.01, District of Columbia","mental_pop_cnt",1266,2021,"count"
110010050021,"block group","Block Group 1, Census Tract 50.02, District of Columbia","mental_pop_cnt",2083,2021,"count"
110010050022,"block group","Block Group 2, Census Tract 50.02, District of Columbia","mental_pop_cnt",1622,2021,"count"
110010050023,"block group","Block Group 3, Census Tract 50.02, District of Columbia","mental_pop_cnt",1117,2021,"count"
110010050024,"block group","Block Group 4, Census Tract 50.02, District of Columbia","mental_pop_cnt",976,2021,"count"
110010052011,"block group","Block Group 1, Census Tract 52.01, District of Columbia","mental_pop_cnt",1549,2021,"count"
110010052012,"block group","Block Group 2, Census Tract 52.01, District of Columbia","mental_pop_cnt",1447,2021,"count"
110010052013,"block group","Block Group 3, Census Tract 52.01, District of Columbia","mental_pop_cnt",1088,2021,"count"
110010052014,"block group","Block Group 4, Census Tract 52.01, District of Columbia","mental_pop_cnt",1771,2021,"count"
110010053011,"block group","Block Group 1, Census Tract 53.01, District of Columbia","mental_pop_cnt",1303,2021,"count"
110010053012,"block group","Block Group 2, Census Tract 53.01, District of Columbia","mental_pop_cnt",1053,2021,"count"
110010053013,"block group","Block Group 3, Census Tract 53.01, District of Columbia","mental_pop_cnt",1613,2021,"count"
110010053014,"block group","Block Group 4, Census Tract 53.01, District of Columbia","mental_pop_cnt",1149,2021,"count"
110010055001,"block group","Block Group 1, Census Tract 55, District of Columbia","mental_pop_cnt",1366,2021,"count"
110010055002,"block group","Block Group 2, Census Tract 55, District of Columbia","mental_pop_cnt",2047,2021,"count"
110010055003,"block group","Block Group 3, Census Tract 55, District of Columbia","mental_pop_cnt",1735,2021,"count"
110010055004,"block group","Block Group 4, Census Tract 55, District of Columbia","mental_pop_cnt",803,2021,"count"
110010055005,"block group","Block Group 5, Census Tract 55, District of Columbia","mental_pop_cnt",658,2021,"count"
110010056001,"block group","Block Group 1, Census Tract 56, District of Columbia","mental_pop_cnt",1764,2021,"count"
110010056002,"block group","Block Group 2, Census Tract 56, District of Columbia","mental_pop_cnt",1849,2021,"count"
110010056003,"block group","Block Group 3, Census Tract 56, District of Columbia","mental_pop_cnt",2035,2021,"count"
110010056004,"block group","Block Group 4, Census Tract 56, District of Columbia","mental_pop_cnt",1125,2021,"count"
110010058001,"block group","Block Group 1, Census Tract 58, District of Columbia","mental_pop_cnt",1732,2021,"count"
110010058002,"block group","Block Group 2, Census Tract 58, District of Columbia","mental_pop_cnt",1924,2021,"count"
110010059001,"block group","Block Group 1, Census Tract 59, District of Columbia","mental_pop_cnt",2511,2021,"count"
110010062021,"block group","Block Group 1, Census Tract 62.02, District of Columbia","mental_pop_cnt",58,2021,"count"
110010064001,"block group","Block Group 1, Census Tract 64, District of Columbia","mental_pop_cnt",1754,2021,"count"
110010064002,"block group","Block Group 2, Census Tract 64, District of Columbia","mental_pop_cnt",1080,2021,"count"
110010065001,"block group","Block Group 1, Census Tract 65, District of Columbia","mental_pop_cnt",1293,2021,"count"
110010065002,"block group","Block Group 2, Census Tract 65, District of Columbia","mental_pop_cnt",1717,2021,"count"
110010066001,"block group","Block Group 1, Census Tract 66, District of Columbia","mental_pop_cnt",1996,2021,"count"
110010067001,"block group","Block Group 1, Census Tract 67, District of Columbia","mental_pop_cnt",1221,2021,"count"
110010067002,"block group","Block Group 2, Census Tract 67, District of Columbia","mental_pop_cnt",1409,2021,"count"
110010067003,"block group","Block Group 3, Census Tract 67, District of Columbia","mental_pop_cnt",1794,2021,"count"
110010068011,"block group","Block Group 1, Census Tract 68.01, District of Columbia","mental_pop_cnt",1882,2021,"count"
110010068012,"block group","Block Group 2, Census Tract 68.01, District of Columbia","mental_pop_cnt",572,2021,"count"
110010068021,"block group","Block Group 1, Census Tract 68.02, District of Columbia","mental_pop_cnt",861,2021,"count"
110010068022,"block group","Block Group 2, Census Tract 68.02, District of Columbia","mental_pop_cnt",1717,2021,"count"
110010068041,"block group","Block Group 1, Census Tract 68.04, District of Columbia","mental_pop_cnt",2800,2021,"count"
110010069001,"block group","Block Group 1, Census Tract 69, District of Columbia","mental_pop_cnt",1493,2021,"count"
110010069002,"block group","Block Group 2, Census Tract 69, District of Columbia","mental_pop_cnt",1206,2021,"count"
110010070001,"block group","Block Group 1, Census Tract 70, District of Columbia","mental_pop_cnt",1211,2021,"count"
110010070002,"block group","Block Group 2, Census Tract 70, District of Columbia","mental_pop_cnt",1233,2021,"count"
110010071001,"block group","Block Group 1, Census Tract 71, District of Columbia","mental_pop_cnt",563,2021,"count"
110010071002,"block group","Block Group 2, Census Tract 71, District of Columbia","mental_pop_cnt",2806,2021,"count"
110010072001,"block group","Block Group 1, Census Tract 72, District of Columbia","mental_pop_cnt",4563,2021,"count"
110010072002,"block group","Block Group 2, Census Tract 72, District of Columbia","mental_pop_cnt",2264,2021,"count"
110010073011,"block group","Block Group 1, Census Tract 73.01, District of Columbia","mental_pop_cnt",4803,2021,"count"
110010073041,"block group","Block Group 1, Census Tract 73.04, District of Columbia","mental_pop_cnt",2506,2021,"count"
110010073042,"block group","Block Group 2, Census Tract 73.04, District of Columbia","mental_pop_cnt",1122,2021,"count"
110010073043,"block group","Block Group 3, Census Tract 73.04, District of Columbia","mental_pop_cnt",617,2021,"count"
110010074011,"block group","Block Group 1, Census Tract 74.01, District of Columbia","mental_pop_cnt",688,2021,"count"
110010074012,"block group","Block Group 2, Census Tract 74.01, District of Columbia","mental_pop_cnt",1033,2021,"count"
110010074031,"block group","Block Group 1, Census Tract 74.03, District of Columbia","mental_pop_cnt",2805,2021,"count"
110010074041,"block group","Block Group 1, Census Tract 74.04, District of Columbia","mental_pop_cnt",1763,2021,"count"
110010074042,"block group","Block Group 2, Census Tract 74.04, District of Columbia","mental_pop_cnt",1957,2021,"count"
110010074043,"block group","Block Group 3, Census Tract 74.04, District of Columbia","mental_pop_cnt",341,2021,"count"
110010074061,"block group","Block Group 1, Census Tract 74.06, District of Columbia","mental_pop_cnt",2330,2021,"count"
110010074062,"block group","Block Group 2, Census Tract 74.06, District of Columbia","mental_pop_cnt",1479,2021,"count"
110010074071,"block group","Block Group 1, Census Tract 74.07, District of Columbia","mental_pop_cnt",1124,2021,"count"
110010074072,"block group","Block Group 2, Census Tract 74.07, District of Columbia","mental_pop_cnt",2110,2021,"count"
110010074081,"block group","Block Group 1, Census Tract 74.08, District of Columbia","mental_pop_cnt",3193,2021,"count"
110010074091,"block group","Block Group 1, Census Tract 74.09, District of Columbia","mental_pop_cnt",1200,2021,"count"
110010074092,"block group","Block Group 2, Census Tract 74.09, District of Columbia","mental_pop_cnt",1921,2021,"count"
110010074093,"block group","Block Group 3, Census Tract 74.09, District of Columbia","mental_pop_cnt",1284,2021,"count"
110010075021,"block group","Block Group 1, Census Tract 75.02, District of Columbia","mental_pop_cnt",4161,2021,"count"
110010075022,"block group","Block Group 2, Census Tract 75.02, District of Columbia","mental_pop_cnt",1772,2021,"count"
110010075031,"block group","Block Group 1, Census Tract 75.03, District of Columbia","mental_pop_cnt",981,2021,"count"
